Gene.ID	Gene.Name	g4_g3.log2foldchange	g4_g3.p-value	g2_g1.log2foldchange	g2_g1.p-value
ENSG00000115840	SLC25A12	-0.067168786	0.3221219	0.276365787	0.001812962
ENSG00000115866	DARS1	0.217227658	0.270048588	0.04256158	0.741763087
ENSG00000115875	SRSF7	0.478484644	0.463589352	0.612942502	0.178941601
ENSG00000115896	PLCL1	-0.230238724	0.199039905	-0.065193162	0.55506236
ENSG00000115902	SLC1A4	0.09544603	0.321325614	0.333288977	0.0016255
ENSG00000115944	COX7A2L	-0.101579174	0.235026168	0.746673939	0.000131367
ENSG00000115977	AAK1	-0.206825164	0.488801132	0.211133126	0.290442208
ENSG00000116005	PCYOX1	0.044152375	0.783034712	0.050529044	0.623241378
ENSG00000116030	SUMO1	0.068693246	0.793431297	-0.020419672	0.907533402
ENSG00000116120	FARSB	0.050136575	0.304186694	-0.097198503	0.020181263
ENSG00000116141	MARK1	-0.026366727	0.912293713	0.545220121	0.009415939
ENSG00000116147	TNR	0.025438233	0.879523129	-0.011123984	0.923588539
ENSG00000116161	CACYBP	0.095657694	0.538495979	-0.616649589	0.002192374
ENSG00000116171	SCP2	-0.133567524	0.255881374	-0.325487995	0.00626843
ENSG00000116251	RPL22	0.179824408	0.357518528	-0.174728482	0.195076522
ENSG00000116266	STXBP3	-0.18451531	0.361044304	-0.543369368	0.007978643
ENSG00000116288	PARK7	0.069849851	0.86101767	0.233327983	0.376551211
ENSG00000116337	AMPD2	-0.015370078	0.918603636	-0.207988632	0.034155685
ENSG00000116544	DLGAP3	0.534356064	0.185913638	0.536950053	0.060247886
ENSG00000116560	SFPQ	0.078869793	0.392347752	-0.426273392	0.001309682
ENSG00000116584	ARHGEF2	0.261328083	0.12532273	0.335781842	0.013668073
ENSG00000116586	LAMTOR2	0.032059807	0.942833014	-0.370638076	0.163917776
ENSG00000116675	DNAJC6	0.05103482	0.751070609	0.221648868	0.063760734
ENSG00000116688	MFN2	0.219231903	0.177781703	0.447530328	0.004990166
ENSG00000116747	RO60	0.003140832	0.978847342	0.028323181	0.797470953
ENSG00000116750	UCHL5	0.008871884	0.975941822	0.285691967	0.227419281
ENSG00000116791	CRYZ	-0.057408708	0.58558405	0.084890997	0.241914734
ENSG00000116871	MAP7D1	-0.183717126	0.102166678	0.222954166	0.01199162
ENSG00000116874	WARS2	-0.071008927	0.647381733	-0.159559519	0.175509803
ENSG00000116885	OSCP1	0.289568158	0.528710576	0.097509945	0.757118214
ENSG00000116903	EXOC8	-0.012698529	0.955698172	0.108872191	0.433860638
ENSG00000117016	RIMS3	0.017484507	0.931457775	0.211543494	0.101020239
ENSG00000117054	ACADM	0.049661059	0.936721458	0.114658993	0.759582818
ENSG00000117115	PADI2	-0.032177423	0.800320685	-0.372038718	0.005282787
ENSG00000117118	SDHB	-0.041886482	0.789276301	0.153520236	0.147024452
ENSG00000117143	UAP1	0.086084249	0.720858476	-0.070635419	0.652649193
ENSG00000117298	ECE1	0.514427777	0.30295399	-0.129736222	0.693166951
ENSG00000117305	HMGCL	0.006097433	0.970521848	0.273973747	0.056339363
ENSG00000117394	SLC2A1	-0.041158415	0.605716512	0.15126609	0.025177228
ENSG00000117448	AKR1A1	0.041008322	0.721354638	0.050206118	0.493002477
ENSG00000117450	PRDX1	0.015238922	0.868973876	-0.801638935	0.000131367
ENSG00000117528	ABCD3	0.494002539	0.161241041	-0.027448696	0.899480755
ENSG00000117592	PRDX6	0.027018616	0.898606745	-0.285465536	0.058691732
ENSG00000117593	DARS2	0.358436066	0.431751872	0.476652205	0.143433209
ENSG00000117632	STMN1	0.174125748	0.103522867	0.204653784	0.01399282
ENSG00000117640	MTFR1L	0.023859211	0.893568276	0.053715897	0.639215601
ENSG00000117691	NENF	0.201600354	0.566055085	-0.167390768	0.474184841
ENSG00000117748	RPA2	-0.111508466	0.709456485	0.152249105	0.433860638
ENSG00000117791	MTARC2	-0.098018308	0.459174123	0.13705607	0.142976354
ENSG00000117868	ESYT2	0.048660349	0.825874877	0.160151721	0.288130351
ENSG00000117984	CTSD	0.023702827	0.914326795	0.062215635	0.638993368
ENSG00000118137	APOA1	0.083850488	0.742604673	0.037294278	0.824345377
ENSG00000118160	SLC8A2	0.390851275	0.056196453	0.137549079	0.189499899
ENSG00000118271	TTR	0.332072133	0.746592352	0.432036819	0.520208234
ENSG00000118298	CA14	-0.052704424	0.868973876	-0.339665639	0.143846447
ENSG00000118473	SGIP1	-0.028885263	0.843247433	0.599320189	0.00158281
ENSG00000118705	RPN2	0.366342131	0.357518528	0.130468854	0.577844093
ENSG00000118873	RAB3GAP2	0.115838886	0.243740858	0.166200182	0.031976898
ENSG00000119013	NDUFB3	-0.095781396	0.830069786	0.613415106	0.053817761
ENSG00000119125	GDA	0.036225501	0.83932298	0.197235238	0.104094979
ENSG00000119139	TJP2	0.251811198	0.402127962	-0.260561213	0.213582496
ENSG00000119280	C1orf198	-0.022333287	0.884797547	0.19712212	0.076902619
ENSG00000119318	RAD23B	0.237884069	0.071413307	-0.208469592	0.020964757
ENSG00000119383	PTPA	-0.010366717	0.962784559	-0.127061952	0.387308138
ENSG00000119396	RAB14	-0.080671723	0.502224043	0.078006504	0.336744328
ENSG00000119401	TRIM32	-0.034761152	0.952243584	-0.358216716	0.301774865
ENSG00000119414	PPP6C	0.136587678	0.361195247	0.013250392	0.881475473
ENSG00000119431	HDHD3	-0.154200719	0.709456485	-0.469979181	0.101020239
ENSG00000119471	HSDL2	0.256302595	0.538495979	0.205584078	0.45412793
ENSG00000119541	VPS4B	-0.108665646	0.185913638	-0.066545227	0.153424658
ENSG00000119638	NEK9	-0.005026067	0.962664942	0.388482221	0.002773755
ENSG00000119640	ACYP1	0.09862487	0.63112046	-0.252324096	0.087974902
ENSG00000119689	DLST	0.073222756	0.522914085	0.183881855	0.044149334
ENSG00000119711	ALDH6A1	-0.038489833	0.638355491	0.145460013	0.028943142
ENSG00000119723	COQ6	0.05916236	0.75682128	0.63111069	0.003756765
ENSG00000119787	ATL2	0.106870308	0.381833687	-0.068841674	0.394934688
ENSG00000119979	DENND10	0.033622282	0.803020384	-0.097733899	0.265886545
ENSG00000120053	GOT1	-0.062924458	0.541654295	0.109156664	0.138976772
ENSG00000120063	GNA13	0.018281212	0.793757729	-0.422940701	0.000448853
ENSG00000120251	GRIA2	-0.009092134	0.97798458	0.208323928	0.459099037
ENSG00000120254	MTHFD1L	-0.070486528	0.751070609	0.266638148	0.094766874
ENSG00000120438	TCP1	0.056696534	0.428724537	0.034723302	0.465754215
ENSG00000120549	KIAA1217	-0.074424267	0.560840724	0.074580571	0.384028083
ENSG00000120694	HSPH1	0.089481274	0.581881887	-0.128022106	0.249766953
ENSG00000120705	ETF1	0.120907879	0.7940483	-0.104880449	0.727564614
ENSG00000120860	WASHC3	-0.42814817	0.051506345	0.558111903	0.003172343
ENSG00000120885	CLU	0.040374777	0.729212941	-0.169757423	0.052723147
ENSG00000120899	PTK2B	0.014013807	0.935405844	0.003709518	0.975384201
ENSG00000120910	PPP3CC	0.500120791	0.005160598	0.108761975	0.09885109
ENSG00000120913	PDLIM2	0.287146696	0.342218283	0.245318976	0.218520011
ENSG00000120915	EPHX2	-0.127635959	0.374419165	-0.024134788	0.80286876
ENSG00000120948	TARDBP	0.37304092	0.206469823	0.082946692	0.655228816
ENSG00000121022	COPS5	-0.038589727	0.848756336	0.138663694	0.275166112
ENSG00000121057	AKAP1	0.262806189	0.35462012	0.428419475	0.044422583
ENSG00000121390	PSPC1	0.088878941	0.770412297	-0.065428167	0.742252299
ENSG00000121691	CAT	0.130819246	0.051506345	0.36607209	0.000255198
ENSG00000121769	FABP3	0.084870319	0.328430204	-0.239946459	0.00695859
ENSG00000122126	OCRL	-0.0821205	0.61334509	0.057058974	0.598745113
ENSG00000122218	COPA	-0.010237649	0.931209668	0.081684763	0.242452052
ENSG00000122378	PRXL2A	-0.137649921	0.763767827	-0.067163454	0.821125797
ENSG00000122545	SEPTIN7	0.011159847	0.925573274	-0.052052538	0.457070385
ENSG00000122566	HNRNPA2B1	0.015082349	0.882252081	-0.97972241	9.52E-05
ENSG00000122694	GLIPR2	0.037874944	0.74026483	-0.052064484	0.477064398
ENSG00000122705	CLTA	0.094165524	0.771834916	-0.131142827	0.536429838
ENSG00000122733	PHF24	0.888670621	0.104807902	0.748875702	0.036353584
ENSG00000122756	CNTFR	0.020017779	0.968310892	0.29725403	0.401861134
ENSG00000122778	KIAA1549	0.039190586	0.934500438	0.359148097	0.259481359
ENSG00000122958	VPS26A	-0.093554346	0.356892117	0.249169859	0.01085613
ENSG00000122966	CIT	0.305365586	0.060406464	0.379777093	0.004889336
ENSG00000122971	ACADS	-0.271077572	0.049519253	0.333131081	0.002993008
ENSG00000123104	ITPR2	-0.189532764	0.61742328	0.030260255	0.904873367
ENSG00000123119	NECAB1	0.07265836	0.655890653	0.338656641	0.017202623
ENSG00000123130	ACOT9	-0.052943468	0.868973876	0.02098798	0.923588539
ENSG00000123159	GIPC1	-0.195122722	0.74579716	-0.130312415	0.743667631
ENSG00000123213	NLN	0.059492625	0.3221219	0.156521628	0.008302421
ENSG00000123384	LRP1	0.02825215	0.777626169	-0.026305514	0.687580333
ENSG00000123395	ATG101	0.118207195	0.579425412	0.425565748	0.05189632
ENSG00000123472	ATPAF1	-0.110316973	0.433825303	0.099210299	0.297322815
ENSG00000123545	NDUFAF4	0.211419129	0.253087675	-0.065139847	0.582045895
ENSG00000123560	PLP1	0.047289082	0.339084468	-0.133786586	0.007618458
ENSG00000123684	LPGAT1	0.285966455	0.430651437	0.27598207	0.264536552
ENSG00000123836	PFKFB2	0.150468937	0.491267107	-0.198273035	0.190398023
ENSG00000123992	DNPEP	0.026724293	0.83932298	-0.021715007	0.797422549
ENSG00000124126	PREX1	-0.022867757	0.911853878	-0.063955396	0.600708075
ENSG00000124155	PIGT	-0.058252464	0.58558405	0.182373797	0.035766149
ENSG00000124160	NCOA5	0.081582675	0.082501504	0.377883912	9.52E-05
ENSG00000124164	VAPB	0.046287783	0.868973876	-0.418867941	0.044697312
ENSG00000124181	PLCG1	0.022255625	0.960388152	0.052571369	0.857655142
ENSG00000124207	CSE1L	-0.104383139	0.605716512	-0.196818311	0.163419536
ENSG00000124214	STAU1	0.223714692	0.62179891	-0.077993634	0.797470953
ENSG00000124222	STX16	0.88931896	0.267419103	0.002966672	0.995515608
ENSG00000124299	PEPD	-0.237597799	0.063722991	-0.138959757	0.061175967
ENSG00000124313	IQSEC2	-0.385332669	0.063722991	-0.483821785	0.005277394
ENSG00000124357	NAGK	-0.060091865	0.58579798	-0.134026871	0.09885109
ENSG00000124406	ATP8A1	0.311832531	0.218448376	-0.092115181	0.561381517
ENSG00000124491	F13A1	0.303800324	0.575685399	0.064807615	0.857655142
ENSG00000124507	PACSIN1	-0.003762268	0.97798458	-0.387020136	0.014382367
ENSG00000124523	SIRT5	0.133891715	0.696620182	0.141403581	0.509641112
ENSG00000124570	SERPINB6	0.235735703	0.497119549	0.056260134	0.796438809
ENSG00000124614	RPS10	0.163069163	0.273592085	0.144833507	0.151608062
ENSG00000124767	GLO1	-0.118483828	0.226771845	-0.050167477	0.41669532
ENSG00000124772	CPNE5	0.368671874	0.104807902	-0.153727665	0.137327667
ENSG00000124783	SSR1	0.050537363	0.795271743	0.104924826	0.395844175
ENSG00000124802	EEF1E1	-0.057616669	0.682464819	0.206164444	0.048197799
ENSG00000124942	AHNAK	0.101590013	0.560840724	-0.601305723	0.003564124
ENSG00000125149	C16orf70	0.034460205	0.739521754	0.522600027	0.000889042
ENSG00000125166	GOT2	-0.054577423	0.72363926	-0.006405466	0.954686724
ENSG00000125249	RAP2A	0.108967911	0.611521568	0.028683493	0.846161725
ENSG00000125458	NT5C	-0.057425555	0.800802088	0.42751757	0.059519919
ENSG00000125503	PPP1R12C	0.003743255	0.970521848	0.054982272	0.459293986
ENSG00000125648	SLC25A23	-0.336517741	0.417510206	0.264206718	0.343047433
ENSG00000125675	GRIA3	0.246078022	0.745159246	0.327362933	0.50704064
ENSG00000125730	C3	-0.08401626	0.580726286	-0.524691697	0.003510484
ENSG00000125743	SNRPD2	-0.167725333	0.177781703	-0.07351147	0.325680077
ENSG00000125772	GPCPD1	0.026653775	0.923707993	0.066204431	0.691375297
ENSG00000125814	NAPB	0.093197154	0.71717557	-0.042668464	0.797470953
ENSG00000125821	DTD1	0.031934273	0.805677855	0.214901495	0.033528933
ENSG00000125827	TMX4	-0.173221401	0.3221219	0.22021262	0.098574458
ENSG00000125844	RRBP1	0.080185134	0.731974416	0.195639324	0.212739273
ENSG00000125868	DSTN	-0.156151501	0.18310266	-0.00023343	0.997394394
ENSG00000125912	NCLN	-0.062541615	0.722430281	0.450134139	0.0083945
ENSG00000125970	RALY	0.004390983	0.970521848	-0.025751407	0.771375359
ENSG00000126016	AMOT	0.289578056	0.305130458	0.615569259	0.031104502
ENSG00000126214	KLC1	0.441605516	0.16461927	0.089952332	0.502711377
ENSG00000126247	CAPNS1	0.653549411	0.177781703	-0.474102275	0.12766894
ENSG00000126261	UBA2	-0.185975047	0.356892117	0.045666303	0.738323158
ENSG00000126432	PRDX5	-0.022432269	0.851130396	-0.006642414	0.935100475
ENSG00000126458	RRAS	0.164997123	0.21565209	-0.143712381	0.107381986
ENSG00000126522	ASL	-0.221341858	0.590384871	0.018952105	0.947453906
ENSG00000126524	SBDS	0.132148629	0.508159697	-0.455503477	0.01465405
ENSG00000126581	BECN1	0.181409705	0.537922267	-0.063566843	0.743948663
ENSG00000126583	PRKCG	-0.098705075	0.538495979	0.317966611	0.023031713
ENSG00000126602	TRAP1	0.122181426	0.3221219	-0.201792423	0.038387009
ENSG00000126777	KTN1	-0.01437699	0.963393593	-0.196148803	0.345258326
ENSG00000126803	HSPA2	0.140993602	0.291256964	-0.445462879	0.003534022
ENSG00000126861	OMG	0.291231038	0.361195247	-0.174122766	0.408698773
ENSG00000126878	AIF1L	0.082810778	0.655890653	-0.816753671	0.001403895
ENSG00000126934	MAP2K2	0.184455772	0.361438409	-0.377385162	0.02641457
ENSG00000126950	TMEM35A	0.00954914	0.969996102	0.669848002	0.010254611
ENSG00000126953	TIMM8A	-0.016730871	0.901017297	0.361562191	0.006224804
ENSG00000127445	PIN1	0.071739522	0.389570447	0.365513555	0.001543858
ENSG00000127463	EMC1	-0.12622645	0.721128578	0.328550417	0.208964113
ENSG00000127481	UBR4	0.082913498	0.702550417	0.021288306	0.879873323
ENSG00000127483	HP1BP3	-0.031421596	0.885417785	-0.189946114	0.196403871
ENSG00000127527	EPS15L1	-0.027126832	0.83932298	-0.273992082	0.016165463
ENSG00000127561	SYNGR3	0.286495614	0.181920609	0.482989453	0.011065116
ENSG00000127585	FBXL16	-0.173978569	0.331443931	0.338600786	0.024661199
ENSG00000127588	GNG13	-0.093732986	0.643133595	0.389396475	0.022492407
ENSG00000127603	MACF1	0.03360357	0.746592352	0.014459797	0.834695208
ENSG00000127824	TUBA4A	-0.068658767	0.58558405	0.097758834	0.259350779
ENSG00000127837	AAMP	-0.027126501	0.774971499	-0.090414738	0.183241132
ENSG00000127884	ECHS1	0.013436938	0.879282663	0.201294959	0.012029394
ENSG00000127948	POR	0.11792806	0.423087933	0.18407393	0.091439613
ENSG00000127955	GNAI1	-0.125845887	0.223288303	-0.149843717	0.048156671
ENSG00000128050	PAICS	0.018286975	0.92784522	-0.238188961	0.071699812
ENSG00000128059	PPAT	-0.008692581	0.982249753	0.192550702	0.595962215
ENSG00000128245	YWHAH	-0.063467425	0.356937928	-0.26738037	0.002234856
ENSG00000128266	GNAZ	0.100251802	0.841203766	0.396383148	0.219458477
ENSG00000128309	MPST	0.321116864	0.051506345	0.036121661	0.647879526
ENSG00000128463	EMC4	0.286282689	0.525973623	0.18778772	0.538799135
ENSG00000128487	SPECC1	0.478834433	0.418938948	0.596815851	0.169886327
ENSG00000128512	DOCK4	0.230753178	0.357518528	0.092124149	0.581499456
ENSG00000128524	ATP6V1F	0.042668983	0.751000198	-0.027479753	0.758284808
ENSG00000128564	VGF	-0.112467556	0.703135704	1.512902885	0.00080441
ENSG00000128591	FLNC	0.284894311	0.051506345	-0.470905199	0.001474049
ENSG00000128656	CHN1	0.111881026	0.570166613	-0.390544989	0.023017818
ENSG00000128683	GAD1	-0.15213543	0.491139991	0.115985155	0.413505355
ENSG00000128872	TMOD2	-0.041393332	0.931209668	-0.817684683	0.02352022
ENSG00000128928	IVD	-0.065698268	0.501228862	0.40022573	0.002007814
ENSG00000129003	VPS13C	0.179175467	0.279412513	0.112013178	0.293906067
ENSG00000129083	COPB1	-0.005165905	0.970521848	0.006133871	0.956750689
ENSG00000129084	PSMA1	-0.138731827	0.410811478	-0.011338413	0.925804861
ENSG00000129103	SUMF2	0.42852704	0.019726833	0.55707257	0.001022041
ENSG00000129151	BBOX1	-0.219644508	0.368186515	-0.19873303	0.232197953
ENSG00000129245	FXR2	-0.022837477	0.911304841	0.143859782	0.282745299
ENSG00000129351	ILF3	-0.020979643	0.831474601	-0.468728137	0.000903959
ENSG00000129625	REEP5	-0.077175647	0.683059295	-0.067303103	0.575974596
ENSG00000129636	ITFG1	0.127710036	0.61834176	0.021694691	0.90454803
ENSG00000129675	ARHGEF6	0.126834879	0.501228862	0.01015066	0.941731524
ENSG00000130175	PRKCSH	-0.018776048	0.755447326	0.073387062	0.091235216
ENSG00000130193	THEM6	-0.003143008	0.978847342	0.006362403	0.957661926
ENSG00000130203	APOE	0.224544257	0.521425807	0.138949219	0.555354543
ENSG00000130204	TOMM40	0.014682322	0.931209668	0.003862214	0.972793431
ENSG00000130226	DPP6	0.091989147	0.560840724	0.433805333	0.007618458
ENSG00000130227	XPO7	0.128596338	0.703135704	0.375487977	0.152339476
ENSG00000130254	SAFB2	0.05822859	0.831390081	0.427046708	0.036353584
ENSG00000130287	NCAN	0.03486314	0.884489144	-0.239934068	0.140833193
ENSG00000130294	KIF1A	-0.071695076	0.477195923	0.366002688	0.002888174
ENSG00000130304	SLC27A1	0.207579846	0.396588087	-0.056648648	0.730561937
ENSG00000130313	PGLS	0.028734048	0.836697142	0.176378874	0.070167386
ENSG00000130396	AFDN	0.084744689	0.648532616	0.263969835	0.0578614
ENSG00000130414	NDUFA10	0.015282203	0.884797547	0.037182683	0.584185012
ENSG00000130429	ARPC1B	0.042193886	0.950476905	-0.417658428	0.332603709
ENSG00000130540	SULT4A1	0.087106447	0.3221219	-0.24945843	0.006249385
ENSG00000130558	OLFM1	-0.011570113	0.952243584	0.359359822	0.018105669
ENSG00000130559	CAMSAP1	0.536433585	0.205625846	0.197154336	0.346791653
ENSG00000130560	UBAC1	-0.046472547	0.750017893	0.585069858	0.001898778
ENSG00000130640	TUBGCP2	-0.23895237	0.605716512	0.271687595	0.379965995
ENSG00000130669	PAK4	-0.024517998	0.945371277	0.66194089	0.04678404
ENSG00000130725	UBE2M	0.066723754	0.453466889	0.06578899	0.274706876
ENSG00000130726	TRIM28	0.050641825	0.63860257	-0.010296559	0.887609752
ENSG00000130741	EIF2S3	0.068613929	0.82327967	0.232762777	0.233890663
ENSG00000130748	TMEM160	-0.065305548	0.795271743	0.056456405	0.729216245
ENSG00000130764	LRRC47	-0.079404667	0.703090743	0.429661264	0.016016274
ENSG00000130779	CLIP1	0.076445306	0.51036856	-0.157025221	0.07494779
ENSG00000130787	HIP1R	0.070555431	0.463432742	0.041521623	0.516467165
ENSG00000130830	MPP1	0.176966039	0.092957799	-0.106794528	0.090550085
ENSG00000130956	HABP4	0.012131355	0.968469743	0.559909459	0.070786641
ENSG00000130985	UBA1	-0.032027641	0.863789895	0.154501883	0.202810461
ENSG00000131016	AKAP12	-0.052582359	0.806955693	-0.438958284	0.017256798
ENSG00000131018	SYNE1	0.160654206	0.181920609	0.150130723	0.070728451
ENSG00000131051	RBM39	0.210427011	0.65872909	-0.114203403	0.70787834
ENSG00000131067	GGT7	-0.145597602	0.538157692	0.001223131	0.995515608
ENSG00000131069	ACSS2	0.008118436	0.960526335	-0.31781811	0.02151344
ENSG00000131089	ARHGEF9	0.423621617	0.516257302	0.348127057	0.417818971
ENSG00000131143	COX4I1	-0.042828685	0.723103463	-0.198592664	0.035872652
ENSG00000131171	SH3BGRL	0.029943588	0.789276301	-0.488867378	0.001345134
ENSG00000131236	CAP1	0.085516749	0.32487836	0.148643176	0.033097106
ENSG00000131378	RFTN1	-0.081493759	0.315065937	0.095059475	0.098574458
ENSG00000131409	LRRC4B	0.105060499	0.805677855	0.271518692	0.319899258
ENSG00000131435	PDLIM4	0.022484572	0.92656174	-0.105957813	0.457845936
ENSG00000131469	RPL27	-0.223490636	0.348689529	0.172578716	0.279300965
ENSG00000131473	ACLY	0.017690252	0.836697142	-0.098037672	0.091439613
ENSG00000131475	VPS25	0.120698666	0.374419165	-0.07945621	0.378938392
ENSG00000131558	EXOC4	0.046399993	0.870773838	-0.047020943	0.798396699
ENSG00000131626	PPFIA1	-0.091466271	0.746592352	0.006249784	0.976493216
ENSG00000131711	MAP1B	0.042507838	0.507490212	-0.110685011	0.035560745
ENSG00000131725	WDR44	0.130816673	0.703135704	-0.064339822	0.770554796
ENSG00000131773	KHDRBS3	-0.205507719	0.21565209	-0.482731458	0.004889336
ENSG00000131828	PDHA1	0.065207317	0.349586369	0.224449723	0.004272581
ENSG00000131966	ACTR10	0.471372771	0.348689529	-0.243537392	0.461959377
ENSG00000131981	LGALS3	0.103629881	0.825874877	-0.299737101	0.308105496
ENSG00000132002	DNAJB1	0.179116847	0.634507896	0.158052205	0.516513685
ENSG00000132153	DHX30	0.12695326	0.541654295	0.419997139	0.021549379
ENSG00000132182	NUP210	0.289552116	0.652416099	0.282297532	0.493577616
ENSG00000132254	ARFIP2	-0.037356414	0.834676797	-0.039118346	0.727564614
ENSG00000132305	IMMT	-0.007793121	0.970521848	0.490460511	0.017241297
ENSG00000132330	SCLY	-0.730346433	0.61082817	0.696597667	0.461553428
ENSG00000132359	RAP1GAP2	-0.007196424	0.960932377	0.1587613	0.120001694
ENSG00000132376	INPP5K	0.105618189	0.842928264	0.351716556	0.327905665
ENSG00000132434	LANCL2	-0.086504949	0.570166613	-0.118878735	0.257387707
ENSG00000132470	ITGB4	0.039685052	0.86615704	-0.0755784	0.612681404
ENSG00000132471	WBP2	0.02732267	0.789276301	-0.046416094	0.472633155
ENSG00000132535	DLG4	-0.021451955	0.876092918	0.210638976	0.042613664
ENSG00000132563	REEP2	-0.158657119	0.328430204	0.22086149	0.068151724
ENSG00000132589	FLOT2	0.1193039	0.550932519	-0.04011998	0.769007786
ENSG00000132622	HSPA12B	-0.10715307	0.150640704	-0.143622917	0.015635713
ENSG00000132639	SNAP25	0.20294114	0.177781703	-0.137500448	0.150651545
ENSG00000132688	NES	0.113357972	0.611346245	0.103806467	0.474801483
ENSG00000132692	BCAN	0.088725215	0.56900296	0.172843684	0.122616219
ENSG00000132694	ARHGEF11	0.169256413	0.252089043	-0.055573104	0.554328719
ENSG00000132702	HAPLN2	0.000102873	0.999205205	-0.379911841	0.029591908
ENSG00000132718	SYT11	0.532205498	0.054463026	0.260254253	0.084535532
ENSG00000132792	CTNNBL1	0.036962189	0.911853878	-0.001596357	0.995515608
ENSG00000132912	DCTN4	-0.006471299	0.948459382	0.138158497	0.038387009
ENSG00000133026	MYH10	0.072404919	0.1594243	-0.164552081	0.00287149
ENSG00000133083	DCLK1	-0.132557849	0.100375002	0.046567515	0.297322815
ENSG00000133313	CNDP2	-0.008136553	0.925573274	-0.122447098	0.041586453
ENSG00000133318	RTN3	-0.051182876	0.693022374	-0.195808873	0.042873811
ENSG00000133401	PDZD2	0.092860884	0.558195862	-0.380529574	0.01199162
ENSG00000133612	AGAP3	-0.049917178	0.746105548	0.015289258	0.881861974
ENSG00000133706	LARS1	0.215321037	0.25514073	-0.086846137	0.486580969
ENSG00000133731	IMPA1	-0.014722272	0.923707993	-0.217611707	0.040754096
ENSG00000133742	CA1	-0.001914829	0.984858024	0.028357775	0.766901845
ENSG00000133789	SWAP70	0.100916961	0.501228862	0.262092685	0.03322788
ENSG00000133805	AMPD3	-0.136532462	0.307640283	0.074778856	0.389787721
ENSG00000133818	RRAS2	0.479000559	0.082501504	0.209678352	0.172250017
ENSG00000133943	DGLUCY	0.095415504	0.648532616	-0.600388146	0.005923693
ENSG00000133961	NUMB	0.468471772	0.502224043	0.271443376	0.543832165
ENSG00000133985	TTC9	-0.067075453	0.710364053	0.112813884	0.326198947
ENSG00000134001	EIF2S1	-0.083641616	0.402127962	0.385581862	0.002377581
ENSG00000134014	ELP3	0.216359573	0.461405697	0.240221849	0.233620163
ENSG00000134121	CHL1	0.123640828	0.618716318	0.092296269	0.575974596
ENSG00000134201	GSTM5	-0.152845128	0.268053166	-0.095055923	0.285966912
ENSG00000134243	SORT1	0.07854671	0.8123399	0.034305919	0.876309682
ENSG00000134265	NAPG	-0.082001626	0.239859085	-0.022508093	0.612681404
ENSG00000134278	SPIRE1	0.015922211	0.962664942	0.251511817	0.264536552
ENSG00000134318	ROCK2	0.138559734	0.449764887	0.154865352	0.219593032
ENSG00000134369	NAV1	-0.077683119	0.564614799	0.060430901	0.501518311
ENSG00000134440	NARS1	0.354327405	0.255736195	-0.137376016	0.486550962
ENSG00000134444	RELCH	0.108126353	0.51000057	0.201867004	0.096719404
ENSG00000134575	ACP2	0.296255188	0.498315179	0.372383618	0.231771669
ENSG00000134588	USP26	-0.110771392	0.507243299	0.575060386	0.003654485
ENSG00000134594	RAB33A	-0.146205188	0.348871887	0.089820276	0.383916111
ENSG00000134684	YARS1	-0.127514976	0.252089043	-0.098069848	0.183283646
ENSG00000134780	DAGLA	0.114096038	0.634507896	0.56416729	0.011746867
ENSG00000134864	GGACT	-0.084190068	0.305130458	0.011784247	0.82965608
ENSG00000134900	TPP2	0.213376836	0.357518528	0.030465098	0.849933654
ENSG00000134905	CARS2	-0.030104722	0.812994391	0.031823202	0.696984235
ENSG00000134909	ARHGAP32	0.193587231	0.42921714	0.258961296	0.138999435
ENSG00000134996	OSTF1	0.142183255	0.42079592	-0.240982067	0.071959129
ENSG00000135049	AGTPBP1	0.017006107	0.949054506	0.414074305	0.072945755
ENSG00000135069	PSAT1	-0.016605409	0.907163379	-0.239414629	0.026312698
ENSG00000135070	ISCA1	0.162854505	0.553579539	0.170218549	0.355178763
ENSG00000135090	TAOK3	0.610916474	0.239046795	0.458527957	0.179625844
ENSG00000135108	FBXO21	-0.200890202	0.569270369	-0.052445987	0.816612737
ENSG00000135249	RINT1	0.405086415	0.338501989	0.749371075	0.030270841
ENSG00000135250	SRPK2	0.026245834	0.875482758	0.11089187	0.297322815
ENSG00000135298	ADGRB3	0.216618986	0.488801132	0.51182064	0.040378466
ENSG00000135316	SYNCRIP	-0.242164508	0.181920609	-0.230998807	0.063935503
ENSG00000135387	CAPRIN1	-0.132468259	0.488801132	-0.044716903	0.730561937
ENSG00000135424	ITGA7	-0.340854984	0.181920609	0.078437075	0.615985069
ENSG00000135439	AGAP2	0.085816208	0.285374894	0.409496398	0.000847328
ENSG00000135441	BLOC1S1	0.210651419	0.394988914	-0.124082894	0.448971282
ENSG00000135473	PAN2	0.316024849	0.62179891	0.130253243	0.763392701
ENSG00000135525	MAP7	-0.015064012	0.949054506	0.134429344	0.327001167
ENSG00000135537	AFG1L	-0.287887057	0.0805785	0.410542896	0.00472832
ENSG00000135597	REPS1	-0.436628449	0.451242881	1.166677534	0.021350706
ENSG00000135624	CCT7	-0.107153481	0.431751872	0.268418201	0.023532581
ENSG00000135631	RAB11FIP5	0.734725336	0.051506345	0.45717947	0.033144153
ENSG00000135655	USP15	0.205340346	0.33529669	-0.378927924	0.029859644
ENSG00000135678	CPM	-0.062212045	0.488801132	-0.660593785	0.000257366
